"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,18.75603,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,18.1841,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,18.75381,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,18.97843,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,0.9508825,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,0.8833867,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,0.881508,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,0.9073148,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,0.9258667,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,0.9453386,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,0.9465078,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,0.9822438,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,0.9870731,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,1.01043,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,1.016271,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,0.9800927,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,0.9445572,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,0.9285232,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,0.934222,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,0.9336561,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,0.9120525,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,0.9211296,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,0.9224318,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,0.9045491,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,0.9166943,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,0.9367653,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,0.947035,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,0.8907365,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,0.9392377,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,0.9932489,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,0.980307,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,0.9321337,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,0.918538,,
"CCUS","Currency exchange rates, monthly average","EA19","Euro area (19 countries)","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,0.9193362,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,3912.313,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,3922.193,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,4386.36,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,4813.572,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,4765.549,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,4424.012,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,4046.567,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,638.8129,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,641.2982,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,647.8198,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,656.7052,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,670.3619,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,685.6418,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,679.9283,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,655.9821,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,638.1013,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,623.1207,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,609.8925,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,589.5156,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,572.4829,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,565.093,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,545.7153,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,535.88,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,537.8642,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,540.4394,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,541.0275,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,538.2475,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,535.0444,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,532.3563,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,642.6436,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,670.903,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,658.0039,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,607.5096,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,561.0971,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,538.0612,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,538.1064,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,4258.609,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,4002.746,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,3934.644,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,3799.549,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,3800.747,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,4015.57,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,3950.261,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,4389.145,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,4324.015,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,4445.92,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,4726.851,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,4920.763,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,4793.103,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,4715.023,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,4822.552,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,4759.074,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,4530.264,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,4536.51,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,4205.262,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,4054.683,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,4077.895,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,4007.122,,
"CCUS","Currency exchange rates, monthly average","COL","Colombia","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,4227.934,,
"CCUS","Currency exchange rates, monthly average","CRI","Costa Rica","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,644.765,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,130.6165,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,103.8881,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,106.2047,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,109.3552,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,113.2374,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,117.6745,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,122.6425,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,128.3519,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,135.202,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,143.5305,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,152.4895,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,162.0233,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,172.799,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,182.1445,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,191.79,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,202.9509,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,216.3661,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,231.0075,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,248.575,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,266.2262,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,321.7545,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,349.5048,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,106.4827,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,117.8515,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,135.6948,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,162.4373,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,192.2951,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,231.9829,,
"CCUS","Currency exchange rates, monthly average","ARG","Argentina","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,312.4952,,
